"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
9.135007858E-3,4.289993877E1,1.304215796E2,5.101660360E1,NaN,NaN,1.949037313E1,3.000000000E1
4.525697231E-2,4.289993943E1,1.304215803E2,5.101730551E1,NaN,NaN,3.294377042E1,3.000079643E1
4.398949146E-1,4.290000243E1,1.304216511E2,5.109214097E1,NaN,NaN,2.402236990E1,3.000000000E1
5.819471002E0,4.290000192E1,1.304216507E2,5.109242135E1,NaN,NaN,3.092997918E1,3.000042292E1
5.825032949E0,4.290000192E1,1.304216507E2,5.109242135E1,NaN,NaN,3.092999148E1,3.000042292E1
6.715054989E0,4.290003646E1,1.304215991E2,5.130463710E1,NaN,NaN,2.130266756E1,3.000000000E1
1.271942401E1,4.290000173E1,1.304216116E2,5.138018235E1,NaN,NaN,2.287920477E1,3.000000000E1
1.871426392E1,4.290001521E1,1.304216385E2,5.145442908E1,NaN,NaN,2.408295914E1,3.000000000E1
2.488067198E1,4.290001903E1,1.304216606E2,5.176269020E1,NaN,NaN,2.003883826E1,3.000000000E1
3.072168696E1,4.289999966E1,1.304216659E2,5.200263246E1,NaN,NaN,2.429149471E1,3.000000000E1
3.672061598E1,4.289998154E1,1.304217070E2,5.204332447E1,NaN,NaN,2.380437352E1,3.000000000E1
4.265960300E1,4.290000280E1,1.304216601E2,5.207568045E1,NaN,NaN,2.467655434E1,3.000000000E1
4.871205997E1,4.289998961E1,1.304217193E2,5.185410563E1,NaN,NaN,2.406967472E1,3.000000000E1
5.511670399E1,4.289998254E1,1.304217327E2,5.169633275E1,NaN,NaN,2.296199481E1,3.000000000E1
6.112526393E1,4.289995518E1,1.304217522E2,5.171649524E1,NaN,NaN,2.088204842E1,3.000000000E1
6.712556195E1,4.290003261E1,1.304217335E2,5.166095275E1,NaN,NaN,2.483757474E1,3.000000000E1
7.272871590E1,4.290007106E1,1.304217431E2,5.161546024E1,NaN,NaN,2.557926814E1,3.000000000E1
7.872880900E1,4.290008141E1,1.304217387E2,5.165191788E1,NaN,NaN,2.672584449E1,3.000000000E1
8.472176099E1,4.290006159E1,1.304217514E2,5.163045043E1,NaN,NaN,2.832722628E1,3.000000000E1
9.072433794E1,4.290010085E1,1.304217814E2,5.166128450E1,NaN,NaN,2.288181418E1,3.000000000E1
9.671634698E1,4.290006459E1,1.304217609E2,5.166624977E1,NaN,NaN,2.128725879E1,3.000000000E1
1.027141900E2,4.290006711E1,1.304217735E2,5.163222717E1,NaN,NaN,2.163713350E1,3.000000000E1
1.087162280E2,4.290008991E1,1.304217848E2,5.164767146E1,NaN,NaN,2.034161511E1,3.000000000E1
1.175011280E2,4.290008099E1,1.304217752E2,5.163821586E1,NaN,NaN,2.219805504E1,3.000000000E1
1.237090859E2,4.290004129E1,1.304217759E2,5.198302963E1,NaN,NaN,2.336530904E1,3.000000000E1
1.297198689E2,4.290002354E1,1.304217415E2,5.197402815E1,NaN,NaN,2.373781174E1,3.000000000E1
1.357220349E2,4.290002283E1,1.304217188E2,5.158640627E1,NaN,NaN,2.377954108E1,3.000000000E1
1.417173370E2,4.290001539E1,1.304216637E2,5.151534572E1,NaN,NaN,2.437522149E1,3.000000000E1
1.463821399E2,4.290001591E1,1.304216643E2,5.151604190E1,NaN,NaN,3.016285948E1,3.000036040E1
1.463831570E2,4.290001591E1,1.304216643E2,5.151604190E1,NaN,NaN,3.016286024E1,3.000036040E1
1.477187519E2,4.290005502E1,1.304216286E2,5.091710216E1,NaN,NaN,2.382547664E1,3.000000000E1
1.482781216E2,4.290004184E1,1.304216311E2,5.572376241E1,NaN,NaN,2.083275555E1,3.000000000E0
1.492781066E2,4.290003833E1,1.304216412E2,5.596263971E1,NaN,NaN,2.156856349E1,3.000000000E0
1.502780910E2,4.290002872E1,1.304216538E2,5.547624345E1,NaN,NaN,1.920604613E1,3.000000000E0
1.512780744E2,4.290003241E1,1.304216358E2,5.553132610E1,4.843741655E-1,NaN,1.967319135E1,4.326150513E1
1.522780690E2,4.290003475E1,1.304216247E2,5.078813870E1,1.322492242E0,NaN,2.052378023E1,3.000000000E0
1.532780527E2,4.290003613E1,1.304216196E2,5.077616844E1,1.322492242E0,NaN,2.110195323E1,3.000000000E0
1.542970364E2,4.290008622E1,1.304216273E2,5.072440977E1,1.322492242E0,NaN,2.073925017E1,3.000000000E0
1.552970201E2,4.290008406E1,1.304216303E2,5.079088039E1,1.069212198E0,NaN,2.140348637E1,3.000000000E0
1.563043060E2,4.290007998E1,1.304216062E2,5.078741506E1,1.069212198E0,NaN,2.110413406E1,3.000000000E0
1.573043141E2,4.290007388E1,1.304216042E2,5.073574638E1,1.022496969E-1,NaN,2.143434702E1,3.000000000E0
1.583042976E2,4.290007495E1,1.304216010E2,5.073734585E1,1.778022386E-2,NaN,2.187456672E1,3.000000000E0
1.593043182E2,4.290006990E1,1.304215939E2,5.075237545E1,8.405620605E-2,NaN,2.229190089E1,3.000000000E0
1.603043380E2,4.290006729E1,1.304215447E2,5.075237549E1,8.405620605E-2,NaN,1.792121792E1,3.000000000E0
1.613043340E2,4.290006601E1,1.304215438E2,5.075237549E1,0.000000000E0,NaN,1.819635806E1,3.000000000E0
1.623043544E2,4.290006304E1,1.304215416E2,5.075237549E1,0.000000000E0,NaN,1.839934432E1,3.000000000E0
1.633043748E2,4.290005849E1,1.304215383E2,5.075237549E1,0.000000000E0,NaN,1.754068312E1,3.000000000E0
1.643043675E2,4.290005194E1,1.304214585E2,5.077871616E1,1.233434975E-1,NaN,1.688521502E1,3.000000000E0
1.653043853E2,4.290004283E1,1.304214445E2,5.072132174E1,6.587617397E-1,2.287585820E-15,1.706022486E1,3.000000000E0
1.663044034E2,4.290001949E1,1.304214283E2,5.079479953E1,6.587617397E-1,2.688106868E-15,1.439469585E1,3.000000000E0
1.673043975E2,4.290000846E1,1.304214292E2,5.075084193E1,1.782481670E-1,NaN,1.406952081E1,3.000000000E0
1.683044139E2,4.289999853E1,1.304214254E2,5.074278512E1,7.221555710E-2,NaN,1.456964911E1,3.000000000E0
1.693044306E2,4.289999886E1,1.304214276E2,5.073427227E1,3.920248151E-1,3.600000000E2,1.458501391E1,3.000000000E0
1.703044238E2,4.289999888E1,1.304214363E2,5.074411974E1,3.920248151E-1,2.715419159E-15,1.449311643E1,3.000000000E0
1.713044177E2,4.289999721E1,1.304214378E2,5.079288108E1,3.920248151E-1,NaN,1.452451004E1,3.000000000E0
1.723044125E2,4.290001529E1,1.304214608E2,5.079288108E1,0.000000000E0,NaN,1.382684531E1,3.000000000E0
1.733044044E2,4.290001208E1,1.304214565E2,5.079288108E1,0.000000000E0,3.599999982E2,1.384962580E1,3.000000000E0
1.743043976E2,4.289999174E1,1.304214290E2,5.079288108E1,0.000000000E0,NaN,1.098498176E1,3.000000000E0
1.753043886E2,4.290000307E1,1.304214146E2,5.085252299E1,1.092435122E0,NaN,1.241124242E1,3.000000000E0
1.763043798E2,4.290000311E1,1.304214118E2,5.077782843E1,7.515968084E-1,NaN,1.324377122E1,3.000000000E0
1.773043708E2,4.289998646E1,1.304214268E2,5.079288108E1,0.000000000E0,2.182365989E-5,1.415395889E1,3.000000000E0
1.783043621E2,4.289997933E1,1.304214241E2,5.079288108E1,0.000000000E0,NaN,1.128287779E1,3.000000000E0
1.793043524E2,4.289998325E1,1.304214200E2,5.079288108E1,0.000000000E0,NaN,1.188024719E1,3.000000000E0
1.803043418E2,4.289996133E1,1.304213883E2,5.079288108E1,0.000000000E0,NaN,4.556339531E0,3.000000000E0
1.813043307E2,4.289996526E1,1.304213062E2,5.075095426E1,2.370111895E-1,NaN,4.705021839E0,3.000000000E0
1.823043200E2,4.289996637E1,1.304213077E2,5.069995928E1,4.452215680E-1,NaN,4.742175211E0,3.000000000E0
1.833043094E2,4.289997659E1,1.304212943E2,5.071431715E1,6.474554041E-1,1.150165908E0,4.747690538E0,3.000000000E0
1.843042978E2,4.289997029E1,1.304212934E2,5.069456311E1,3.938250377E-1,NaN,4.890053769E0,3.000000000E0
1.853042858E2,4.289996553E1,1.304212857E2,5.062450311E1,4.386034980E-1,NaN,5.494528578E0,3.000000000E0
1.863042735E2,4.289995797E1,1.304212251E2,5.058112036E1,7.705858753E-1,2.193654062E2,5.872852256E0,3.000000000E0
1.873042617E2,4.289995754E1,1.304212238E2,5.058170157E1,0.000000000E0,2.193654063E2,5.741167780E0,3.000000000E0
1.883042494E2,4.289995747E1,1.304212231E2,5.058170157E1,0.000000000E0,2.193654063E2,6.986531794E0,3.000000000E0
1.893042488E2,4.289995735E1,1.304212225E2,5.058170157E1,0.000000000E0,NaN,6.784832428E0,3.000000000E0
1.903042239E2,4.289995640E1,1.304212179E2,5.058170157E1,0.000000000E0,8.865251720E1,5.532371088E0,3.000000000E0
1.913042108E2,4.289995839E1,1.304212220E2,5.058170157E1,0.000000000E0,8.865251720E1,4.365696357E0,3.000000000E0
1.923041978E2,4.289995830E1,1.304212217E2,5.058170157E1,0.000000000E0,8.865251720E1,4.415266496E0,3.000000000E0
1.933041843E2,4.289995817E1,1.304212214E2,5.058170157E1,0.000000000E0,8.865251720E1,4.555768275E0,3.000000000E0
1.943041712E2,4.289996349E1,1.304211911E2,5.050714149E1,2.049523425E-1,8.865248301E1,4.683738696E0,3.000000000E0
1.953041580E2,4.289996395E1,1.304211823E2,5.042650337E1,7.316989867E-2,8.865247692E1,4.138436095E0,3.176829816E0
1.963041446E2,4.289996438E1,1.304211728E2,5.071290363E1,1.458513334E-1,8.865246248E1,3.922514353E0,3.654176807E0
