"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
2.003371106E2,4.290000981E1,1.304212751E2,5.086853349E1,0.000000000E0,NaN,7.970482881E0,3.000000000E0
2.013370581E2,4.290000981E1,1.304212751E2,5.086853349E1,0.000000000E0,NaN,8.134391624E0,3.000000000E0
2.023369830E2,4.290000981E1,1.304212751E2,5.086853349E1,0.000000000E0,NaN,7.706274583E0,3.000000000E0
2.033369346E2,4.290000981E1,1.304212751E2,5.086853349E1,0.000000000E0,NaN,7.455251198E0,3.000000000E0
2.043368857E2,4.290000421E1,1.304212754E2,5.078536931E1,9.103903919E-2,NaN,7.719325522E0,3.000000000E0
2.053368139E2,4.290000773E1,1.304212730E2,5.076819526E1,3.129059076E-1,NaN,8.047712278E0,3.000000000E0
2.063367493E2,4.290001354E1,1.304212864E2,5.081892102E1,4.352339488E-1,NaN,4.748651530E0,3.000000000E0
2.073366886E2,4.290001339E1,1.304212868E2,5.077398617E1,2.638367920E-1,NaN,5.496389331E0,3.000000000E0
2.083366300E2,4.290001141E1,1.304212647E2,5.086889992E1,8.078129555E-1,2.533728238E2,5.247143385E0,3.000000000E0
2.093365747E2,4.290001071E1,1.304212874E2,5.090014359E1,2.651867168E-1,NaN,5.706391750E0,3.000000000E0
2.103365220E2,4.290001752E1,1.304212957E2,5.101516182E1,0.000000000E0,NaN,6.215938940E0,3.000000000E0
2.113364718E2,4.290001752E1,1.304212957E2,5.101516182E1,0.000000000E0,NaN,7.068306766E0,3.000000000E0
2.123364249E2,4.290001752E1,1.304212957E2,5.101516182E1,0.000000000E0,NaN,7.669727217E0,3.000000000E0
2.133363788E2,4.290001752E1,1.304212957E2,5.101516182E1,0.000000000E0,NaN,9.306705378E0,3.000000000E0
2.143363363E2,4.290001752E1,1.304212957E2,5.101516182E1,0.000000000E0,NaN,9.123816963E0,3.000000000E0
2.153362942E2,4.290001752E1,1.304212957E2,5.101516182E1,0.000000000E0,NaN,9.419836832E0,3.000000000E0
2.163362553E2,4.290001752E1,1.304212957E2,5.101516182E1,0.000000000E0,NaN,9.569427896E0,3.000000000E0
2.173362166E2,4.290001752E1,1.304212957E2,5.101516182E1,0.000000000E0,NaN,1.036567414E1,3.175079062E0
2.183361813E2,4.290001752E1,1.304212957E2,5.101516182E1,0.000000000E0,NaN,1.171860312E1,3.566076172E0
2.193361459E2,4.290001752E1,1.304212957E2,5.101516182E1,0.000000000E0,NaN,1.161896802E1,3.528869649E0
2.203361136E2,4.290002999E1,1.304212588E2,5.170962434E1,1.021596908E-1,NaN,1.254779665E1,3.910760654E0
2.213360820E2,4.290002972E1,1.304212592E2,5.160517365E1,1.692638086E-1,NaN,1.218576803E1,3.429267277E0
2.223360507E2,4.290002577E1,1.304212523E2,5.150088411E1,3.256094382E-1,NaN,1.357855614E1,3.489623324E0
2.233360211E2,4.290002524E1,1.304212712E2,5.130116300E1,1.010777156E0,8.777632369E1,1.398003769E1,3.070105793E0
2.243359926E2,4.290002460E1,1.304213198E2,5.103347605E1,2.355837015E0,8.498299438E1,1.410815823E1,3.000000000E0
2.253359659E2,4.290002522E1,1.304213829E2,5.132142379E1,2.560693422E0,8.979097122E1,1.391735112E1,3.039573289E0
2.263359386E2,4.290001705E1,1.304213575E2,5.118949916E1,5.036744937E-1,1.756995256E2,7.849792190E0,3.329950429E0
2.273359141E2,4.290001525E1,1.304213681E2,5.107052085E1,5.092567300E-1,2.065274681E2,7.967613493E0,3.264029936E0
